Date,SPcompP,Dividends,Earnings,CPI,GS10,Realprice,Realdividend, RealTotReturnPrice ,RealEarnings, RealTRScaledEarnings ,,,,,,,,,,,,,,
2001.06,1238.71,15.69,36.79,178.00,5.28,2194.64,27.80," 949,389.84 ",65.18," 28,197.12 ",,,,,,,,,,,,,,
2001.07,1204.45,15.71,33.96,177.50,5.24,2139.95,27.91," 926,738.18 ",60.34," 26,132.36 ",,,,,,,,,,,,,,
2001.08,1178.50,15.72,31.14,177.50,4.97,2093.84,27.94," 907,779.67 ",55.32," 23,984.08 ",,,,,,,,,,,,,,
2001.09,1044.64,15.74,28.31,178.30,4.73,1847.69,27.84," 802,064.88 ",50.07," 21,736.15 ",,,,,,,,,,,,,,
2001.1,1076.59,15.74,27.10,177.70,4.57,1910.63,27.93," 830,397.26 ",48.10," 20,905.39 ",,,,,,,,,,,,,,
2001.11,1129.68,15.74,25.90,177.40,4.65,2008.24,27.98," 873,833.68 ",46.04," 20,031.67 ",,,,,,,,,,,,,,
2001.12,1144.93,15.74,24.69,176.70,5.09,2043.41,28.09," 890,156.97 ",44.07," 19,195.91 ",,,,,,,,,,,,,,
2002.01,1140.21,15.74,24.69,177.10,5.04,2030.39,28.02," 885,502.32 ",43.97," 19,177.17 ",,,,,,,,,,,,,,
2002.02,1100.67,15.73,24.70,177.80,4.91,1952.26,27.91," 852,443.91 ",43.80," 19,127.01 ",,,,,,,,,,,,,,
2002.03,1153.79,15.73,24.70,178.80,5.28,2035.04,27.74," 889,596.01 ",43.57," 19,044.21 ",,,,,,,,,,,,,,
2002.04,1111.93,15.83,25.38,179.80,5.21,1950.30,27.77," 853,564.55 ",44.52," 19,482.76 ",,,,,,,,,,,,,,
2002.05,1079.25,15.94,26.06,179.80,5.16,1892.98,27.95," 829,497.47 ",45.71," 20,029.38 ",,,,,,,,,,,,,,
2002.06,1014.02,16.04,26.74,179.90,4.93,1777.58,28.12," 779,956.09 ",46.88," 20,567.67 ",,,,,,,,,,,,,,
2002.07,903.59,15.96,27.84,180.10,4.65,1582.23,27.95," 695,266.45 ",48.75," 21,421.46 ",,,,,,,,,,,,,,
2002.08,912.55,15.88,28.94,180.70,4.26,1592.62,27.71," 700,844.10 ",50.51," 22,226.10 ",,,,,,,,,,,,,,
2002.09,867.81,15.80,30.04,181.00,3.87,1512.03,27.53," 666,388.36 ",52.34," 23,067.61 ",,,,,,,,,,,,,,
2002.1,854.63,15.89,29.22,181.30,3.94,1486.60,27.64," 656,196.69 ",50.83," 22,438.08 ",,,,,,,,,,,,,,
2002.11,909.93,15.98,28.41,181.30,4.05,1582.79,27.80," 699,679.26 ",49.41," 21,842.95 ",,,,,,,,,,,,,,
2002.12,899.18,16.07,27.59,180.90,4.03,1567.55,28.01," 693,974.03 ",48.10," 21,293.56 ",,,,,,,,,,,,,,
2003.01,895.84,16.12,28.50,181.70,4.05,1554.85,27.98," 689,384.34 ",49.47," 21,931.88 ",,,,,,,,,,,,,,
2003.02,837.03,16.17,29.41,183.10,3.90,1441.67,27.85," 640,231.68 ",50.65," 22,495.27 ",,,,,,,,,,,,,,
2003.03,846.63,16.22,30.32,184.20,3.81,1449.50,27.77," 644,735.11 ",51.91," 23,089.62 ",,,,,,,,,,,,,,
2003.04,890.03,16.20,31.73,183.80,3.96,1527.12,27.80," 680,291.13 ",54.44," 24,252.71 ",,,,,,,,,,,,,,
2003.05,935.96,16.19,33.14,183.50,3.57,1608.55,27.82," 717,599.84 ",56.95," 25,408.41 ",,,,,,,,,,,,,,
2003.06,988.00,16.17,34.55,183.70,3.33,1696.14,27.76," 757,706.16 ",59.31," 26,496.71 ",,,,,,,,,,,,,,
2003.07,992.54,16.31,35.89,183.90,3.98,1702.08,27.97," 761,401.32 ",61.55," 27,534.64 ",,,,,,,,,,,,,,
2003.08,989.53,16.45,37.24,184.60,4.45,1690.48,28.10," 757,261.43 ",63.61," 28,496.25 ",,,,,,,,,,,,,,
2003.09,1019.44,16.59,38.58,185.20,4.27,1735.94,28.25," 778,677.85 ",65.70," 29,468.52 ",,,,,,,,,,,,,,
2003.1,1038.73,16.86,41.97,185.00,4.29,1770.70,28.74," 795,343.98 ",71.54," 32,133.41 ",,,,,,,,,,,,,,
2003.11,1049.90,17.12,45.35,184.50,4.30,1794.59,29.27," 807,170.86 ",77.52," 34,867.98 ",,,,,,,,,,,,,,
2003.12,1080.64,17.39,48.74,184.30,4.27,1849.14,29.76," 832,820.92 ",83.40," 37,562.64 ",,,,,,,,,,,,,,
2004.01,1132.52,17.60,49.83,185.20,4.15,1928.49,29.97," 869,686.82 ",84.85," 38,262.98 ",,,,,,,,,,,,,,
2004.02,1143.36,17.81,50.91,186.20,4.08,1936.50,30.16," 874,429.27 ",86.23," 38,937.96 ",,,,,,,,,,,,,,
2004.03,1123.98,18.02,52.00,187.40,3.83,1891.48,30.32," 855,244.34 ",87.51," 39,567.17 ",,,,,,,,,,,,,,
2004.04,1133.36,18.21,53.38,188.00,4.35,1901.18,30.55," 860,780.57 ",89.55," 40,544.34 ",,,,,,,,,,,,,,
2004.05,1102.78,18.41,54.77,189.10,4.72,1839.12,30.70," 833,841.35 ",91.34," 41,410.54 ",,,,,,,,,,,,,,
2004.06,1132.76,18.60,56.15,189.70,4.73,1883.14,30.92," 854,969.27 ",93.35," 42,380.14 ",,,,,,,,,,,,,,
2004.07,1105.85,18.79,56.69,189.40,4.50,1841.32,31.28," 837,164.06 ",94.39," 42,916.16 ",,,,,,,,,,,,,,
2004.08,1088.94,18.97,57.23,189.50,4.28,1812.21,31.58," 825,123.95 ",95.24," 43,364.96 ",,,,,,,,,,,,,,
2004.09,1117.66,19.16,57.77,189.90,4.13,1856.09,31.82," 846,309.43 ",95.94," 43,744.34 ",,,,,,,,,,,,,,
2004.1,1117.21,19.25,58.03,190.90,4.10,1845.62,31.81," 842,745.75 ",95.86," 43,773.81 ",,,,,,,,,,,,,,
2004.11,1168.94,19.35,58.29,191.00,4.19,1930.07,31.94," 882,521.13 ",96.24," 44,007.53 ",,,,,,,,,,,,,,
2004.12,1199.21,19.44,58.55,190.30,4.23,1987.33,32.22," 909,932.13 ",97.03," 44,426.35 ",,,,,,,,,,,,,,
2005.01,1181.41,19.70,59.11,190.70,4.22,1953.72,32.58," 895,788.88 ",97.75," 44,816.87 ",,,,,,,,,,,,,,
2005.02,1199.63,19.97,59.66,191.80,4.17,1972.48,32.83," 905,641.64 ",98.10," 45,041.89 ",,,,,,,,,,,,,,
2005.03,1194.90,20.23,60.22,193.30,4.50,1949.45,33.00," 896,333.59 ",98.25," 45,172.99 ",,,,,,,,,,,,,,
2005.04,1164.43,20.46,61.23,194.60,4.34,1887.05,33.16," 868,912.54 ",99.23," 45,693.10 ",,,,,,,,,,,,,,
2005.05,1178.28,20.70,62.25,194.40,4.14,1911.46,33.58," 881,440.49 ",100.98," 46,565.11 ",,,,,,,,,,,,,,
2005.06,1202.25,20.93,63.26,194.50,4.00,1949.34,33.94," 900,213.52 ",102.57," 47,367.44 ",,,,,,,,,,,,,,
2005.07,1222.24,21.11,64.33,195.40,4.18,1972.63,34.07," 912,277.39 ",103.83," 48,015.78 ",,,,,,,,,,,,,,
2005.08,1224.27,21.29,65.40,196.40,4.26,1965.84,34.19," 910,457.36 ",105.01," 48,636.26 ",,,,,,,,,,,,,,
2005.09,1225.92,21.47,66.47,198.80,4.20,1944.73,34.06," 901,992.66 ",105.44," 48,906.50 ",,,,,,,,,,,,,,
2005.1,1191.96,21.72,67.59,199.20,4.46,1887.06,34.39," 876,573.99 ",107.01," 49,706.06 ",,,,,,,,,,,,,,
2005.11,1237.37,21.97,68.71,197.60,4.54,1974.81,35.06," 918,694.23 ",109.66," 51,014.23 ",,,,,,,,,,,,,,
2005.12,1262.07,22.22,69.83,196.80,4.47,2022.42,35.61," 942,222.37 ",111.90," 52,132.92 ",,,,,,,,,,,,,,
2006.01,1278.73,22.41,70.78,198.30,4.42,2033.62,35.63," 948,822.35 ",112.56," 52,516.55 ",,,,,,,,,,,,,,
2006.02,1276.65,22.59,71.72,198.70,4.57,2026.22,35.86," 946,766.24 ",113.83," 53,190.17 ",,,,,,,,,,,,,,
2006.03,1293.74,22.78,72.67,199.80,4.72,2042.04,35.96," 955,558.07 ",114.70," 53,674.16 ",,,,,,,,,,,,,,
2006.04,1302.17,23.00,73.28,201.50,4.99,2038.01,36.00," 955,073.88 ",114.68," 53,744.62 ",,,,,,,,,,,,,,
2006.05,1290.01,23.22,73.88,202.50,5.11,2009.01,36.16," 942,895.00 ",115.06," 54,002.86 ",,,,,,,,,,,,,,
2006.06,1253.17,23.44,74.49,202.90,5.11,1947.79,36.43," 915,587.04 ",115.78," 54,423.64 ",,,,,,,,,,,,,,
2006.07,1260.24,23.66,75.85,203.50,5.09,1953.00,36.67," 919,474.04 ",117.55," 55,340.34 ",,,,,,,,,,,,,,
2006.08,1287.15,23.88,77.21,203.90,4.88,1990.79,36.93," 938,714.41 ",119.42," 56,309.01 ",,,,,,,,,,,,,,
2006.09,1317.74,24.10,78.57,202.90,4.72,2048.15,37.46," 967,231.93 ",122.12," 57,671.02 ",,,,,,,,,,,,,,
2006.1,1363.38,24.36,79.55,201.80,4.73,2130.63,38.07," 1,007,685.15 ",124.32," 58,796.05 ",,,,,,,,,,,,,,
2006.11,1388.64,24.62,80.53,201.50,4.60,2173.34,38.53," 1,029,401.75 ",126.04," 59,697.06 ",,,,,,,,,,,,,,
2006.12,1416.42,24.88,81.51,201.80,4.56,2213.52,38.88," 1,049,968.86 ",127.38," 60,422.02 ",,,,,,,,,,,,,,
2007.01,1424.16,25.08,82.06,202.42,4.76,2218.85,39.08," 1,054,038.41 ",127.84," 60,731.15 ",,,,,,,,,,,,,,
2007.02,1444.80,25.29,82.60,203.50,4.72,2239.02,39.19," 1,065,174.83 ",128.01," 60,899.08 ",,,,,,,,,,,,,,
2007.03,1406.95,25.49,83.15,205.35,4.56,2160.69,39.15," 1,029,462.09 ",127.70," 60,840.66 ",,,,,,,,,,,,,,
2007.04,1463.64,25.72,83.74,206.69,4.69,2233.24,39.24," 1,065,587.87 ",127.77," 60,966.04 ",,,,,,,,,,,,,,
2007.05,1511.14,25.94,84.33,207.95,4.75,2291.72,39.34," 1,095,052.17 ",127.89," 61,109.99 ",,,,,,,,,,,,,,
2007.06,1514.19,26.17,84.92,208.35,5.10,2291.90,39.61," 1,096,717.30 ",128.54," 61,506.97 ",,,,,,,,,,,,,,
2007.07,1520.71,26.44,82.81,208.30,5.00,2302.36,40.03," 1,103,316.21 ",125.38," 60,083.31 ",,,,,,,,,,,,,,
2007.08,1454.62,26.71,80.71,207.92,4.67,2206.34,40.51," 1,058,922.99 ",122.41," 58,752.21 ",,,,,,,,,,,,,,
2007.09,1497.12,26.98,78.60,208.49,4.52,2264.56,40.81," 1,088,498.74 ",118.89," 57,147.06 ",,,,,,,,,,,,,,
2007.1,1539.66,27.23,74.46,208.94,4.53,2323.94,41.10," 1,118,684.69 ",112.39," 54,101.08 ",,,,,,,,,,,,,,
2007.11,1463.39,27.48,70.32,210.18,4.15,2195.78,41.23," 1,058,644.43 ",105.51," 50,870.84 ",,,,,,,,,,,,,,
2007.12,1479.22,27.73,66.18,210.04,4.10,2221.02,41.64," 1,072,487.35 ",99.37," 47,982.86 ",,,,,,,,,,,,,,
2008.01,1378.76,27.92,64.25,211.08,3.74,2059.94,41.71," 996,384.57 ",95.99," 46,431.36 ",,,,,,,,,,,,,,
2008.02,1354.87,28.11,62.32,211.69,3.74,2018.39,41.88," 977,972.76 ",92.84," 44,983.85 ",,,,,,,,,,,,,,
2008.03,1316.94,28.30,60.39,213.53,3.51,1945.02,41.80," 944,112.63 ",89.19," 43,293.52 ",,,,,,,,,,,,,,
2008.04,1370.47,28.44,57.38,214.82,3.68,2011.88,41.75," 978,254.18 ",84.24," 40,960.75 ",,,,,,,,,,,,,,
2008.05,1403.22,28.57,54.38,216.63,3.88,2042.76,41.60," 994,952.71 ",79.16," 38,555.76 ",,,,,,,,,,,,,,
2008.06,1341.25,28.71,51.37,218.82,4.10,1933.06,41.38," 943,204.63 ",74.04," 36,124.83 ",,,,,,,,,,,,,,
2008.07,1257.33,28.76,49.56,219.96,4.01,1802.65,41.23," 881,247.50 ",71.06," 34,738.35 ",,,,,,,,,,,,,,
2008.08,1281.47,28.80,47.76,219.09,3.89,1844.62,41.46," 903,455.46 ",68.74," 33,669.16 ",,,,,,,,,,,,,,
2008.09,1216.95,28.85,45.95,218.78,3.69,1754.17,41.59," 860,853.45 ",66.23," 32,504.39 ",,,,,,,,,,,,,,
2008.1,968.80,28.70,35.59,216.57,3.81,1410.73,41.79," 694,017.74 ",51.83," 25,497.94 ",,,,,,,,,,,,,,
2008.11,883.04,28.54,25.24,212.43,3.53,1310.96,42.38," 646,671.58 ",37.47," 18,481.42 ",,,,,,,,,,,,,,
2008.12,877.56,28.39,14.88,210.23,2.42,1316.43,42.59," 651,125.24 ",22.32," 11,040.55 ",,,,,,,,,,,,,,
2009.01,865.58,28.01,12.21,211.14,2.52,1292.84,41.84," 641,177.83 ",18.23," 9,042.08 ",,,,,,,,,,,,,,
2009.02,805.23,27.64,9.53,212.19,2.87,1196.75,41.07," 595,219.61 ",14.17," 7,046.96 ",,,,,,,,,,,,,,
2009.03,757.13,27.26,6.86,212.71,2.82,1122.53,40.42," 559,981.94 ",10.17," 5,073.73 ",,,,,,,,,,,,,,
2009.04,848.15,26.70,7.08,213.24,2.93,1254.35,39.49," 627,381.03 ",10.47," 5,234.65 ",,,,,,,,,,,,,,
2009.05,902.41,26.15,7.29,213.86,3.29,1330.75,38.56," 667,201.78 ",10.76," 5,392.37 ",,,,,,,,,,,,,,
2009.06,926.12,25.59,7.51,215.69,3.72,1354.08,37.42," 680,463.47 ",10.98," 5,517.95 ",,,,,,,,,,,,,,
2009.07,935.82,25.03,9.19,215.35,3.56,1370.44,36.65," 690,217.26 ",13.45," 6,775.66 ",,,,,,,,,,,,,,
2009.08,1009.73,24.46,10.86,215.83,3.59,1475.36,35.74," 744,563.48 ",15.87," 8,010.50 ",,,,,,,,,,,,,,
2009.09,1044.55,23.90,12.54,215.97,3.40,1525.28,34.90," 771,225.60 ",18.31," 9,258.69 ",,,,,,,,,,,,,,
2009.1,1067.66,23.40,25.35,216.18,3.39,1557.53,34.14," 788,968.57 ",36.98," 18,732.89 ",,,,,,,,,,,,,,
2009.11,1088.07,22.91,38.16,216.33,3.40,1586.18,33.39," 804,891.89 ",55.63," 28,228.58 ",,,,,,,,,,,,,,
2009.12,1110.38,22.41,50.97,215.95,3.59,1621.56,32.73," 824,228.65 ",74.43," 37,834.74 ",,,,,,,,,,,,,,
2010.01,1123.58,22.24,54.29,216.69,3.73,1635.25,32.37," 832,557.41 ",79.01," 40,228.15 ",,,,,,,,,,,,,,
2010.02,1089.16,22.07,57.61,216.74,3.69,1584.76,32.11," 808,214.05 ",83.82," 42,749.65 ",,,,,,,,,,,,,,
2010.03,1152.05,21.90,60.93,217.63,3.73,1669.41,31.73," 852,734.41 ",88.29," 45,099.70 ",,,,,,,,,,,,,,
2010.04,1197.32,21.95,62.99,218.01,3.85,1732.00,31.75," 886,057.50 ",91.11," 46,612.27 ",,,,,,,,,,,,,,
2010.05,1125.06,21.99,65.04,218.18,3.42,1626.21,31.79," 833,292.99 ",94.02," 48,175.35 ",,,,,,,,,,,,,,
2010.06,1083.36,22.04,67.10,217.97,3.20,1567.47,31.89," 804,553.06 ",97.08," 49,831.55 ",,,,,,,,,,,,,,
2010.07,1079.80,22.14,68.69,218.01,3.01,1561.99,32.03," 803,110.14 ",99.36," 51,086.27 ",,,,,,,,,,,,,,
2010.08,1087.28,22.25,70.27,218.31,2.70,1570.64,32.14," 808,935.43 ",101.51," 52,283.30 ",,,,,,,,,,,,,,
2010.09,1122.08,22.35,71.86,218.44,2.65,1619.97,32.27," 835,726.12 ",103.75," 53,521.39 ",,,,,,,,,,,,,,
2010.1,1171.58,22.48,73.69,218.71,2.54,1689.33,32.41," 872,901.88 ",106.26," 54,903.75 ",,,,,,,,,,,,,,
2010.11,1198.89,22.60,75.52,218.80,2.76,1727.98,32.58," 894,276.81 ",108.85," 56,331.93 ",,,,,,,,,,,,,,
2010.12,1241.53,22.73,77.35,219.18,3.29,1786.37,32.70," 925,904.66 ",111.29," 57,685.86 ",,,,,,,,,,,,,,
2011.01,1282.62,22.96,78.67,220.22,3.39,1836.74,32.88," 953,434.34 ",112.66," 58,479.27 ",,,,,,,,,,,,,,
2011.02,1321.12,23.20,79.99,221.31,3.58,1882.59,33.06," 978,664.06 ",113.99," 59,255.28 ",,,,,,,,,,,,,,
2011.03,1304.49,23.43,81.31,223.47,3.41,1840.94,33.07," 958,445.34 ",114.75," 59,740.73 ",,,,,,,,,,,,,,
2011.04,1331.51,23.73,82.16,224.91,3.46,1867.05,33.28," 973,482.15 ",115.21," 60,070.55 ",,,,,,,,,,,,,,
2011.05,1338.31,24.04,83.02,225.96,3.17,1867.80,33.55," 975,330.03 ",115.86," 60,500.67 ",,,,,,,,,,,,,,
2011.06,1287.29,24.34,83.87,225.72,3.00,1798.52,34.01," 940,633.40 ",117.18," 61,284.50 ",,,,,,,,,,,,,,
2011.07,1325.19,24.62,84.91,225.92,3.00,1849.83,34.37," 968,967.86 ",118.52," 62,083.05 ",,,,,,,,,,,,,,
2011.08,1185.31,24.90,85.94,226.55,2.30,1650.03,34.66," 865,818.42 ",119.64," 62,777.94 ",,,,,,,,,,,,,,
2011.09,1173.88,25.18,86.98,226.89,1.98,1631.64,35.00," 857,699.65 ",120.90," 63,552.25 ",,,,,,,,,,,,,,
2011.1,1207.22,25.60,86.97,226.42,2.15,1681.45,35.65," 885,444.56 ",121.13," 63,788.80 ",,,,,,,,,,,,,,
2011.11,1226.42,26.01,86.96,226.23,2.01,1709.63,36.26," 901,877.71 ",121.22," 63,948.15 ",,,,,,,,,,,,,,
2011.12,1243.32,26.43,86.95,225.67,1.98,1737.47,36.93," 918,189.92 ",121.51," 64,212.44 ",,,,,,,,,,,,,,
2012.01,1300.58,26.74,87.48,226.67,1.97,1809.53,37.20," 957,906.79 ",121.71," 64,431.01 ",,,,,,,,,,,,,,
2012.02,1352.49,27.04,88.01,227.66,1.97,1873.50,37.46," 993,425.50 ",121.91," 64,644.75 ",,,,,,,,,,,,,,
2012.03,1389.24,27.35,88.54,229.39,2.17,1909.91,37.60," 1,014,389.20 ",121.72," 64,649.75 ",,,,,,,,,,,,,,
2012.04,1386.43,27.67,88.33,230.09,2.05,1900.30,37.93," 1,010,967.12 ",121.07," 64,411.54 ",,,,,,,,,,,,,,
2012.05,1341.27,28.00,88.13,229.82,1.80,1840.56,38.42," 980,889.31 ",120.93," 64,448.25 ",,,,,,,,,,,,,,
2012.06,1323.48,28.32,87.92,229.48,1.62,1818.82,38.92," 971,029.05 ",120.83," 64,506.36 ",,,,,,,,,,,,,,
2012.07,1359.78,28.74,87.45,229.10,1.53,1871.76,39.57," 1,001,051.03 ",120.37," 64,377.01 ",,,,,,,,,,,,,,
2012.08,1403.45,29.17,86.97,230.38,1.68,1921.18,39.93," 1,029,261.61 ",119.06," 63,784.47 ",,,,,,,,,,,,,,
2012.09,1443.42,29.59,86.50,231.41,1.72,1967.11,40.33," 1,055,672.55 ",117.88," 63,263.41 ",,,,,,,,,,,,,,
2012.1,1437.82,30.14,86.50,231.32,1.75,1960.24,41.10," 1,053,823.90 ",117.93," 63,401.04 ",,,,,,,,,,,,,,
2012.11,1394.51,30.70,86.51,230.22,1.65,1910.25,42.05," 1,028,830.20 ",118.50," 63,822.18 ",,,,,,,,,,,,,,
2012.12,1422.29,31.25,86.51,229.60,1.72,1953.56,42.92," 1,054,085.50 ",118.82," 64,114.17 ",,,,,,,,,,,,,,
2013.01,1480.40,31.54,86.91,230.28,1.91,2027.38,43.19," 1,095,858.81 ",119.02," 64,332.23 ",,,,,,,,,,,,,,
2013.02,1512.31,31.82,87.30,232.17,1.98,2054.26,43.23," 1,112,333.08 ",118.59," 64,213.28 ",,,,,,,,,,,,,,
2013.03,1550.83,32.11,87.70,232.77,1.96,2101.09,43.50," 1,139,653.77 ",118.82," 64,447.83 ",,,,,,,,,,,,,,
2013.04,1570.70,32.50,88.78,232.53,1.76,2130.23,44.07," 1,157,448.97 ",120.41," 65,424.45 ",,,,,,,,,,,,,,
2013.05,1639.84,32.88,89.87,232.95,1.93,2220.04,44.52," 1,208,266.34 ",121.66," 66,215.53 ",,,,,,,,,,,,,,
2013.06,1618.77,33.27,90.95,233.50,2.30,2186.27,44.93," 1,191,924.12 ",122.83," 66,967.82 ",,,,,,,,,,,,,,
2013.07,1668.68,33.65,92.09,233.60,2.58,2252.79,45.42," 1,230,253.41 ",124.33," 67,894.41 ",,,,,,,,,,,,,,
2013.08,1670.09,34.02,93.23,233.88,2.74,2251.99,45.88," 1,231,901.40 ",125.71," 68,768.85 ",,,,,,,,,,,,,,
2013.09,1687.17,34.40,94.37,234.15,2.81,2272.37,46.33," 1,245,166.44 ",127.10," 69,647.02 ",,,,,,,,,,,,,,
2013.1,1720.03,34.60,96.31,233.55,2.62,2322.61,46.72," 1,274,828.60 ",130.06," 71,384.22 ",,,,,,,,,,,,,,
2013.11,1783.54,34.79,98.26,233.07,2.72,2413.30,47.08," 1,326,758.86 ",132.95," 73,092.22 ",,,,,,,,,,,,,,
2013.12,1807.78,34.99,100.20,233.05,2.90,2446.31,47.35," 1,347,075.42 ",135.59," 74,664.48 ",,,,,,,,,,,,,,
2014.01,1822.36,35.40,100.42,233.92,2.86,2456.90,47.73," 1,355,096.89 ",135.38," 74,669.28 ",,,,,,,,,,,,,,
2014.02,1817.04,35.82,100.63,234.78,2.71,2440.70,48.11," 1,348,374.23 ",135.17," 74,677.16 ",,,,,,,,,,,,,,
2014.03,1863.52,36.23,100.85,236.29,2.72,2487.12,48.35," 1,376,243.10 ",134.60," 74,479.54 ",,,,,,,,,,,,,,
2014.04,1864.26,36.61,101.61,237.07,2.71,2479.93,48.70," 1,374,511.48 ",135.16," 74,914.19 ",,,,,,,,,,,,,,
2014.05,1889.77,37.00,102.36,237.90,2.56,2505.11,49.04," 1,390,735.73 ",135.69," 75,332.10 ",,,,,,,,,,,,,,
2014.06,1947.09,37.38,103.12,238.34,2.60,2576.30,49.46," 1,432,543.99 ",136.44," 75,869.08 ",,,,,,,,,,,,,,
2014.07,1973.10,37.75,104.07,238.25,2.54,2611.74,49.97," 1,454,562.55 ",137.75," 76,717.59 ",,,,,,,,,,,,,,
2014.08,1961.53,38.12,105.01,237.85,2.42,2600.77,50.54," 1,450,798.59 ",139.24," 77,670.59 ",,,,,,,,,,,,,,
2014.09,1993.23,38.49,105.96,238.03,2.53,2640.81,50.99," 1,475,506.66 ",140.39," 78,437.86 ",,,,,,,,,,,,,,
2014.1,1937.27,38.81,104.74,237.43,2.30,2573.13,51.54," 1,440,093.59 ",139.12," 77,862.25 ",,,,,,,,,,,,,,
2014.11,2044.57,39.12,103.53,236.15,2.33,2730.39,52.25," 1,530,543.99 ",138.25," 77,498.99 ",,,,,,,,,,,,,,
2014.12,2054.27,39.44,102.31,234.81,2.21,2758.99,52.97," 1,549,048.94 ",137.41," 77,148.18 ",,,,,,,,,,,,,,
2015.01,2028.18,39.90,101.29,233.71,1.88,2736.83,53.84," 1,539,125.44 ",136.68," 76,865.97 ",,,,,,,,,,,,,,
2015.02,2082.20,40.35,100.27,234.72,1.98,2797.58,54.22," 1,575,827.64 ",134.72," 75,885.24 ",,,,,,,,,,,,,,
2015.03,2079.99,40.81,99.25,236.12,2.04,2778.07,54.51," 1,567,400.14 ",132.56," 74,790.97 ",,,,,,,,,,,,,,
2015.04,2094.86,41.12,97.80,236.60,1.94,2792.26,54.81," 1,577,979.97 ",130.36," 73,671.61 ",,,,,,,,,,,,,,
2015.05,2111.94,41.43,96.36,237.81,2.20,2800.75,54.94," 1,585,365.36 ",127.78," 72,331.85 ",,,,,,,,,,,,,,
2015.06,2099.29,41.74,94.91,238.64,2.36,2774.25,55.16," 1,572,970.57 ",125.43," 71,114.82 ",,,,,,,,,,,,,,
2015.07,2094.14,42.00,93.49,238.65,2.32,2767.26,55.50," 1,571,628.67 ",123.54," 70,165.70 ",,,,,,,,,,,,,,
2015.08,2039.87,42.25,92.08,238.32,2.17,2699.37,55.91," 1,535,717.20 ",121.85," 69,319.97 ",,,,,,,,,,,,,,
2015.09,1944.41,42.51,90.66,237.95,2.17,2577.06,56.34," 1,468,803.63 ",120.16," 68,484.39 ",,,,,,,,,,,,,,
2015.1,2024.81,42.80,89.28,237.84,2.07,2684.83,56.76," 1,532,921.43 ",118.39," 67,593.67 ",,,,,,,,,,,,,,
2015.11,2080.62,43.10,87.91,237.34,2.26,2764.66,57.27," 1,581,229.86 ",116.81," 66,807.32 ",,,,,,,,,,,,,,
2015.12,2054.08,43.39,86.53,236.53,2.24,2738.76,57.85," 1,569,169.96 ",115.37," 66,102.72 ",,,,,,,,,,,,,,
2016.01,1918.60,43.55,86.50,236.92,2.09,2553.90,57.97," 1,466,022.10 ",115.14," 66,095.54 ",,,,,,,,,,,,,,
2016.02,1904.42,43.72,86.47,237.11,1.78,2532.94,58.14," 1,456,771.67 ",115.01," 66,144.57 ",,,,,,,,,,,,,,
2016.03,2021.95,43.88,86.44,238.13,1.89,2677.72,58.11," 1,542,829.07 ",114.47," 65,957.19 ",,,,,,,,,,,,,,
2016.04,2075.54,44.07,86.60,239.26,1.81,2735.72,58.09," 1,579,036.55 ",114.15," 65,883.85 ",,,,,,,,,,,,,,
2016.05,2065.55,44.27,86.76,240.23,1.81,2711.59,58.11," 1,567,899.38 ",113.90," 65,857.01 ",,,,,,,,,,,,,,
2016.06,2083.89,44.46,86.92,241.02,1.64,2726.71,58.17," 1,579,445.63 ",113.73," 65,879.40 ",,,,,,,,,,,,,,
2016.07,2148.90,44.65,87.64,240.63,1.50,2816.33,58.52," 1,634,183.21 ",114.86," 66,650.50 ",,,,,,,,,,,,,,
2016.08,2170.95,44.84,88.37,240.85,1.56,2842.62,58.71," 1,652,275.81 ",115.71," 67,254.48 ",,,,,,,,,,,,,,
2016.09,2157.69,45.03,89.09,241.43,1.63,2818.48,58.82," 1,641,094.62 ",116.37," 67,760.02 ",,,,,,,,,,,,,,
2016.1,2143.02,45.25,90.91,241.73,1.76,2795.83,59.04," 1,630,771.98 ",118.60," 69,179.70 ",,,,,,,,,,,,,,
2016.11,2164.99,45.48,92.73,241.35,2.14,2828.89,59.42," 1,652,945.43 ",121.17," 70,798.31 ",,,,,,,,,,,,,,
2016.12,2246.63,45.70,94.55,241.43,2.49,2934.61,59.69," 1,717,622.05 ",123.50," 72,286.56 ",,,,,,,,,,,,,,
2017.01,2275.12,45.93,96.46,242.84,2.43,2954.60,59.64," 1,732,234.63 ",125.27," 73,445.41 ",,,,,,,,,,,,,,
2017.02,2329.91,46.15,98.38,243.60,2.42,3016.27,59.75," 1,771,306.35 ",127.36," 74,790.53 ",,,,,,,,,,,,,,
2017.03,2366.82,46.38,100.29,243.80,2.48,3061.56,59.99," 1,800,841.69 ",129.73," 76,307.63 ",,,,,,,,,,,,,,
2017.04,2359.31,46.66,101.53,244.52,2.30,3042.82,60.18," 1,792,769.56 ",130.95," 77,152.16 ",,,,,,,,,,,,,,
2017.05,2395.35,46.94,102.78,244.73,2.30,3086.67,60.49," 1,821,570.71 ",132.44," 78,157.67 ",,,,,,,,,,,,,,
2017.06,2433.99,47.22,104.02,244.96,2.19,3133.61,60.79," 1,852,267.13 ",133.92," 79,159.25 ",,,,,,,,,,,,,,
2017.07,2454.10,47.54,105.04,244.79,2.32,3161.69,61.24," 1,871,876.91 ",135.33," 80,119.78 ",,,,,,,,,,,,,,
